Issuer,ASVI,mean_SVI,week_-9,week_-8,week_-7,week_-6,week_-5,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,Trade_Date
Allena Pharmaceuticals,2.6390556413052146,22.25,0.0,0.0,23.0,0.0,0.0,56.0,11.0,11.0,77.0,100.0,33.0,32.0,22.0,22.0,11.0,33.0,23.0,0.0,11.0,2017-11-02
Allion Healthcare,14.978661680269907,8.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,100.0,0.0,33.0,0.0,0.0,33.0,0.0,65.0,32.0,0.0,2005-06-21
Allison Transmission Holdings,15.039286283703994,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,34.0,100.0,68.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-15
AlloVir,2.120260602872233,7.5,3.0,0.0,3.0,5.0,3.0,3.0,8.0,13.0,25.0,100.0,34.0,34.0,19.0,21.0,16.0,10.0,19.0,22.0,11.0,2020-07-30
Allogene Therapeutics,1.2851976877839832,21.375,0.0,5.0,21.0,0.0,0.0,41.0,26.0,31.0,47.0,100.0,69.0,26.0,26.0,20.0,37.0,5.0,21.0,16.0,37.0,2018-10-11
Allot Communications,0.6343065463379074,36.25,0.0,0.0,35.0,0.0,35.0,52.0,51.0,51.0,66.0,81.0,100.0,16.0,16.0,0.0,35.0,0.0,52.0,0.0,15.0,2006-11-15
Ally Financial,-0.0303974734880601,82.5,87.0,85.0,85.0,82.0,81.0,80.0,81.0,85.0,81.0,98.0,83.0,74.0,87.0,84.0,77.0,78.0,77.0,81.0,84.0,2014-04-10
Alnylam Pharmaceuticals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,94.0,0.0,91.0,46.0,0.0,0.0,0.0,47.0,0.0,2004-05-27
Alon USA Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,87.0,0.0,2005-07-27
Alpha Natural Resources,15.46416937585933,10.75,38.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,52.0,100.0,18.0,17.0,16.0,47.0,17.0,46.0,0.0,16.0,16.0,2005-02-14
Alpha and Omega Semiconductor,2.525727494309032,21.0,8.0,0.0,0.0,8.0,0.0,9.0,9.0,42.0,100.0,34.0,9.0,9.0,9.0,18.0,0.0,0.0,17.0,0.0,0.0,2010-04-29
Alphatec Holdings,15.404745967162468,6.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,51.0,0.0,0.0,2006-06-01
Alpine Income Property Trust,15.46416937585933,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,52.0,53.0,26.0,0.0,0.0,27.0,0.0,0.0,0.0,25.0,25.0,2019-11-22
Altair Engineering,0.49429619394596136,31.75,52.0,26.0,16.0,41.0,48.0,35.0,22.0,16.0,50.0,100.0,52.0,64.0,37.0,27.0,15.0,34.0,39.0,14.0,22.0,2017-11-01
Alteryx,0.2524138894406822,53.125,50.0,44.0,42.0,45.0,51.0,57.0,67.0,54.0,65.0,91.0,77.0,69.0,48.0,59.0,61.0,55.0,59.0,55.0,58.0,2017-03-24
Altice USA,0.8231999971551516,20.375,18.0,15.0,15.0,19.0,18.0,20.0,15.0,20.0,41.0,100.0,32.0,13.0,25.0,28.0,33.0,19.0,35.0,20.0,14.0,2017-06-22
Altra Holdings,0.0,3.75,33.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,31.0,33.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2006-12-14
Altus Pharmaceuticals,0.0,10.625,0.0,0.0,0.0,19.0,20.0,46.0,0.0,0.0,0.0,100.0,17.0,16.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,2006-01-25
AmComp,-14.648420115681892,31.125,22.0,0.0,24.0,0.0,46.0,0.0,100.0,79.0,0.0,97.0,39.0,0.0,19.0,19.0,18.0,18.0,18.0,37.0,0.0,2006-02-09
AmREIT,1.2878539865825802,30.75,24.0,25.0,24.0,24.0,12.0,25.0,12.0,37.0,87.0,100.0,37.0,12.0,38.0,12.0,12.0,35.0,23.0,35.0,58.0,2012-07-27
Ambarella,0.6405033257994255,42.0,34.0,26.0,28.0,28.0,48.0,44.0,44.0,44.0,74.0,100.0,51.0,48.0,42.0,30.0,28.0,23.0,38.0,54.0,35.0,2012-10-10
Amber Road,0.14868317655231955,66.5,55.0,48.0,69.0,67.0,86.0,53.0,64.0,69.0,76.0,82.0,63.0,55.0,43.0,51.0,69.0,58.0,65.0,68.0,72.0,2014-03-21
Ambit Biosciences,-14.731801689838349,16.5,64.0,33.0,17.0,33.0,16.0,0.0,0.0,33.0,0.0,97.0,97.0,16.0,48.0,16.0,16.0,0.0,67.0,67.0,34.0,2013-05-16
Ambow Education Holding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2010-08-05
Amedica,0.03846627342861142,45.625,54.0,48.0,8.0,7.0,33.0,96.0,63.0,57.0,53.0,100.0,69.0,62.0,63.0,64.0,68.0,43.0,44.0,57.0,20.0,2014-02-13
Ameresco,0.5007750909428714,22.125,22.0,33.0,15.0,20.0,20.0,20.0,12.0,24.0,33.0,100.0,28.0,24.0,28.0,25.0,38.0,24.0,31.0,28.0,27.0,2010-07-22
American Assets Trust,15.761420849876721,11.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,70.0,100.0,0.0,49.0,32.0,16.0,16.0,32.0,16.0,16.0,65.0,2011-01-13
American Campus Communities (ACC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-08-11
American Capital Agency,15.009433329466965,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,33.0,97.0,32.0,32.0,64.0,0.0,0.0,0.0,0.0,100.0,99.0,2008-05-14
American Capital Mortgage Investment,16.077273760604726,27.875,0.0,0.0,0.0,0.0,0.0,0.0,33.0,94.0,96.0,32.0,31.0,63.0,61.0,0.0,29.0,0.0,29.0,0.0,0.0,2011-08-04
American Capital Senior Floating,15.59046307836746,7.375,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,0.0,0.0,0.0,14.0,14.0,14.0,0.0,14.0,0.0,2014-01-16
American Commercial Lines,0.5389962626375566,25.25,36.0,35.0,0.0,40.0,97.0,0.0,0.0,0.0,30.0,90.0,30.0,0.0,29.0,0.0,100.0,0.0,0.0,27.0,0.0,2005-10-06
American Farmland,0.6931470166255593,34.625,29.0,36.0,16.0,28.0,35.0,32.0,23.0,46.0,61.0,100.0,42.0,23.0,19.0,30.0,8.0,49.0,34.0,32.0,13.0,2015-10-19
American Homes 4 Rent,0.10956218066446022,49.375,47.0,37.0,42.0,53.0,55.0,62.0,48.0,45.0,53.0,100.0,61.0,55.0,54.0,62.0,51.0,36.0,41.0,34.0,38.0,2013-08-01
American Public Education,0.3724785540719351,62.0,48.0,78.0,23.0,54.0,68.0,38.0,59.0,94.0,82.0,100.0,64.0,58.0,96.0,49.0,63.0,37.0,27.0,16.0,48.0,2007-11-08
American Railcar Industries,15.039286283703994,6.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,100.0,66.0,17.0,32.0,16.0,16.0,16.0,15.0,0.0,0.0,2006-01-19
American Renal Associates Holdings,15.8436589368355,12.625,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2016-04-21
American Reprographics,1.764730133826748,23.0,0.0,27.0,0.0,32.0,0.0,27.0,25.0,0.0,73.0,49.0,25.0,48.0,25.0,0.0,45.0,0.0,50.0,0.0,100.0,2005-02-03
American Residential Properties,0.9998771238412667,29.75,26.0,19.0,7.0,74.0,33.0,19.0,20.0,13.0,53.0,92.0,39.0,26.0,58.0,64.0,39.0,46.0,52.0,40.0,47.0,2013-05-09
American Water Works,1.1239295774218947,21.5,12.0,6.0,12.0,14.0,32.0,6.0,24.0,38.0,40.0,100.0,25.0,29.0,10.0,18.0,20.0,18.0,18.0,20.0,12.0,2008-04-22
Amicus Therapeutics,-0.9745593286774832,42.875,66.0,71.0,0.0,22.0,87.0,22.0,40.0,81.0,20.0,0.0,100.0,20.0,20.0,20.0,41.0,0.0,21.0,21.0,0.0,2007-05-30
Amira Nature Foods,13.815511557963774,7.75,0.0,0.0,0.0,0.0,21.0,0.0,0.0,31.0,10.0,100.0,20.0,20.0,10.0,10.0,0.0,30.0,19.0,19.0,0.0,2012-10-10
Amphastar Pharmaceuticals,0.7777042506231209,16.25,23.0,23.0,11.0,22.0,0.0,12.0,25.0,0.0,37.0,100.0,50.0,12.0,25.0,0.0,13.0,52.0,0.0,0.0,36.0,2014-06-25
Amplify Snack Brands,2.785009365697121,17.75,5.0,0.0,5.0,10.0,5.0,15.0,0.0,26.0,81.0,100.0,15.0,5.0,10.0,52.0,19.0,42.0,19.0,5.0,14.0,2015-08-05
Amplitude Healthcare Acquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20
Amyris,0.8347974515196857,28.25,29.0,16.0,24.0,22.0,25.0,18.0,22.0,46.0,53.0,100.0,48.0,37.0,37.0,38.0,37.0,51.0,31.0,36.0,28.0,2010-09-28
AnPac Bio-Medical Science,14.731801689838349,23.75,0.0,0.0,13.0,0.0,0.0,0.0,52.0,100.0,25.0,77.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,12.0,11.0,2020-01-28
Anacor Pharmaceuticals,1.0608715974375356,31.0,0.0,71.0,36.0,36.0,18.0,18.0,0.0,17.0,52.0,35.0,100.0,0.0,34.0,0.0,0.0,51.0,81.0,16.0,16.0,2010-11-24
Anaplan,0.5996209614847405,34.5,21.0,19.0,27.0,27.0,29.0,41.0,44.0,38.0,51.0,100.0,68.0,42.0,42.0,41.0,39.0,31.0,40.0,38.0,34.0,2018-10-12
AnaptysBio,1.5404437314246646,10.75,0.0,6.0,11.0,0.0,12.0,6.0,6.0,17.0,28.0,66.0,22.0,17.0,22.0,11.0,11.0,5.0,11.0,16.0,33.0,2017-01-26
Ancestry.com,0.027150984151141255,54.375,53.0,51.0,49.0,56.0,52.0,56.0,56.0,59.0,56.0,63.0,59.0,52.0,49.0,46.0,44.0,47.0,51.0,85.0,75.0,2009-11-05
Andatee China Marine Fuel Services,0.0,14.5,0.0,0.0,0.0,0.0,0.0,64.0,52.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,2010-01-26
Andina Acquisition,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,99.0,51.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,2012-03-19
Andina Acquisition Corp. III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2019-01-29
Angie’s List,0.0,9.125,0.0,0.0,0.0,0.0,0.0,29.0,15.0,29.0,0.0,100.0,0.0,14.0,14.0,14.0,15.0,0.0,0.0,27.0,0.0,2011-11-17
Angio Dynamics,0.0,6.25,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,61.0,0.0,0.0,2004-05-26
Animal Health International,0.5520683590146462,23.125,18.0,18.0,0.0,20.0,23.0,40.0,0.0,51.0,33.0,100.0,33.0,49.0,33.0,32.0,48.0,0.0,31.0,31.0,0.0,2007-01-30
Animas,-0.04220034736584122,65.75,33.0,79.0,65.0,75.0,90.0,56.0,53.0,50.0,58.0,49.0,72.0,47.0,73.0,55.0,64.0,50.0,43.0,46.0,40.0,2004-05-19
Annexon,0.2876816557857218,12.875,0.0,4.0,0.0,11.0,4.0,8.0,44.0,24.0,8.0,100.0,67.0,12.0,32.0,32.0,12.0,16.0,12.0,16.0,4.0,2020-07-24
Annie’s,0.0,25.875,58.0,0.0,11.0,23.0,12.0,81.0,23.0,34.0,23.0,34.0,36.0,12.0,56.0,11.0,12.0,11.0,46.0,68.0,34.0,2012-03-28
Annovis Bio,1.7345983102954496,5.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,11.0,17.0,100.0,22.0,22.0,0.0,5.0,5.0,5.0,5.0,5.0,10.0,2020-01-29
Antero Resources,0.9745593286774832,25.75,8.0,27.0,25.0,18.0,16.0,22.0,31.0,14.0,53.0,100.0,47.0,34.0,22.0,32.0,15.0,21.0,11.0,31.0,17.0,2013-10-10
Antero Resources Midstream Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-04
Apellis Pharmaceuticals,0.6931469424647925,20.0,33.0,22.0,11.0,11.0,21.0,0.0,32.0,21.0,42.0,72.0,82.0,0.0,10.0,41.0,10.0,33.0,57.0,32.0,41.0,2017-11-09
Apex Technology Acquisition,15.226497775576945,10.625,0.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,41.0,61.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,2019-09-17
Apigee,0.44802464402455877,50.125,33.0,51.0,44.0,33.0,52.0,57.0,46.0,46.0,72.0,100.0,59.0,42.0,50.0,40.0,31.0,37.0,52.0,44.0,44.0,2015-04-24
Apollo Global Management,0.6931470192696616,32.625,48.0,31.0,55.0,27.0,31.0,8.0,16.0,31.0,62.0,100.0,23.0,27.0,20.0,20.0,31.0,73.0,34.0,27.0,27.0,2011-03-30
Apollo Residential Mortgage,16.118095750958314,18.625,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,100.0,97.0,49.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,44.0,2011-07-22
AppFolio,-0.14660343830671652,46.25,38.0,48.0,44.0,39.0,54.0,41.0,62.0,44.0,38.0,100.0,66.0,59.0,47.0,59.0,60.0,55.0,55.0,39.0,56.0,2015-06-26
Appian,-0.046091098701203315,57.125,51.0,63.0,54.0,51.0,57.0,63.0,62.0,54.0,53.0,100.0,79.0,58.0,66.0,64.0,61.0,48.0,55.0,61.0,60.0,2017-05-25
Applied Genetic Technologies,14.508658238524095,7.75,41.0,0.0,22.0,0.0,20.0,0.0,0.0,0.0,20.0,100.0,20.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,2014-03-27
Applied Optoelectronics,1.4904342424578325,28.75,0.0,0.0,28.0,43.0,14.0,27.0,27.0,0.0,91.0,53.0,78.0,26.0,53.0,52.0,26.0,25.0,26.0,12.0,26.0,2013-09-26
Applied Therapeutics,0.4364272002561216,31.125,29.0,18.0,41.0,12.0,18.0,42.0,24.0,53.0,41.0,100.0,35.0,18.0,12.0,12.0,29.0,23.0,29.0,35.0,24.0,2019-05-14
Applied UV,1.7917566914556782,7.0,2.0,2.0,1.0,3.0,3.0,5.0,12.0,12.0,18.0,24.0,6.0,4.0,5.0,10.0,3.0,3.0,3.0,9.0,7.0,2020-08-31
Approach Resources,0.18232153115293315,64.0,28.0,81.0,81.0,13.0,66.0,66.0,64.0,63.0,78.0,62.0,67.0,88.0,24.0,48.0,61.0,0.0,16.0,43.0,24.0,2007-11-07
Apptio,1.0296189886099238,20.25,16.0,14.0,13.0,9.0,8.0,32.0,22.0,22.0,42.0,100.0,54.0,24.0,24.0,24.0,19.0,20.0,20.0,23.0,11.0,2016-09-23
Aprea Therapeutics,1.8588980686028185,23.875,24.0,0.0,12.0,12.0,23.0,11.0,45.0,11.0,77.0,100.0,56.0,44.0,76.0,22.0,43.0,32.0,11.0,22.0,11.0,2019-10-03
Aptinyx,0.6931466805603206,16.375,10.0,0.0,20.0,10.0,5.0,46.0,10.0,20.0,20.0,100.0,30.0,15.0,35.0,10.0,10.0,5.0,15.0,25.0,20.0,2018-06-21
Aqua Metals,0.018692126024034916,36.5,0.0,13.0,66.0,39.0,26.0,94.0,27.0,0.0,27.0,81.0,80.0,79.0,13.0,77.0,51.0,25.0,25.0,13.0,37.0,2015-07-31
AquaVenture Holdings,15.29711532616119,11.25,0.0,12.0,0.0,12.0,0.0,0.0,0.0,22.0,44.0,100.0,44.0,0.0,23.0,22.0,0.0,0.0,11.0,21.0,0.0,2016-10-06
Aquantia,0.43825475351187304,22.625,13.0,17.0,9.0,26.0,21.0,26.0,32.0,19.0,31.0,100.0,85.0,31.0,29.0,47.0,22.0,33.0,11.0,14.0,13.0,2017-11-03
Aquasition,-0.033336414710493756,61.875,40.0,39.0,88.0,100.0,62.0,75.0,12.0,60.0,59.0,48.0,48.0,46.0,47.0,36.0,80.0,23.0,46.0,47.0,0.0,2012-10-26
Aquestive Therapeutics,1.6236219739856588,22.75,14.0,0.0,14.0,0.0,0.0,69.0,14.0,14.0,71.0,100.0,28.0,41.0,28.0,14.0,41.0,27.0,27.0,14.0,40.0,2018-07-25
Aquinox Pharmaceuticals,0.6286080760895998,8.75,9.0,8.0,16.0,0.0,15.0,8.0,8.0,0.0,15.0,100.0,39.0,15.0,15.0,15.0,8.0,0.0,16.0,16.0,8.0,2014-03-07
Aratana Therapeutics,1.1284646368448987,26.5,0.0,23.0,0.0,0.0,0.0,33.0,22.0,100.0,34.0,45.0,23.0,12.0,23.0,0.0,23.0,34.0,0.0,23.0,0.0,2013-06-27
Arbor Realty Trust,14.946912992035967,8.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,31.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-04-06
Arc Logistics Partners LP,15.039286283703994,8.5,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,100.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,36.0,0.0,2013-11-06
ArcSight,0.3031862045005762,48.0,46.0,19.0,14.0,29.0,59.0,71.0,77.0,50.0,65.0,100.0,42.0,48.0,48.0,61.0,47.0,42.0,45.0,67.0,66.0,2008-02-14
Arcadia Biosciences,0.9067207130928163,11.375,10.0,16.0,6.0,5.0,11.0,11.0,11.0,5.0,26.0,100.0,42.0,11.0,11.0,16.0,16.0,5.0,5.0,5.0,11.0,2015-05-15
Archipelago Holdings,0.0,8.25,0.0,30.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-08-11
Archipelago Learning,1.7346005063687144,37.0,0.0,62.0,15.0,15.0,0.0,45.0,59.0,15.0,85.0,100.0,44.0,14.0,29.0,29.0,0.0,17.0,0.0,13.0,13.0,2009-11-20
Arco Platform,15.483217567201578,10.625,0.0,0.0,0.0,0.0,5.0,11.0,0.0,16.0,53.0,100.0,5.0,16.0,27.0,21.0,0.0,5.0,11.0,5.0,0.0,2018-09-26
Arcos Dorados Holdings,13.592368256649284,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,100.0,26.0,0.0,8.0,0.0,8.0,0.0,0.0,8.0,0.0,2011-04-14
Arcus Biosciences,1.3217549233163788,15.5,8.0,8.0,5.0,8.0,13.0,5.0,35.0,20.0,30.0,100.0,23.0,18.0,15.0,15.0,18.0,25.0,5.0,13.0,8.0,2018-03-15
Arcutis Biotherapeutics,16.118095750958314,19.875,0.0,30.0,0.0,0.0,0.0,0.0,29.0,0.0,100.0,72.0,43.0,28.0,0.0,41.0,0.0,13.0,41.0,13.0,0.0,2020-01-31
Ardagh Group S.A.,16.012735246411598,17.125,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,90.0,46.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,2017-03-15
Ardelyx,1.1557698964084637,11.75,0.0,8.0,25.0,0.0,16.0,9.0,0.0,9.0,27.0,100.0,18.0,0.0,9.0,9.0,9.0,18.0,9.0,9.0,18.0,2014-06-19
Ardmore Shipping,0.8556659747636255,45.25,12.0,36.0,49.0,12.0,50.0,51.0,51.0,13.0,100.0,100.0,38.0,89.0,25.0,37.0,59.0,58.0,12.0,23.0,47.0,2013-08-01
Ares Commercial Real Estate,15.123843647884687,9.375,0.0,0.0,13.0,0.0,0.0,12.0,0.0,13.0,37.0,100.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,2012-04-26
Argos Therapeutics,0.4519849938729652,27.75,18.0,9.0,29.0,0.0,41.0,37.0,27.0,35.0,44.0,65.0,96.0,35.0,43.0,61.0,63.0,26.0,34.0,44.0,18.0,2014-02-07
Aridis Pharmaceuticals,2.5156771594656315,19.75,8.0,8.0,0.0,0.0,17.0,26.0,0.0,8.0,99.0,100.0,8.0,33.0,16.0,49.0,8.0,24.0,8.0,8.0,0.0,2018-08-14
Arista Networks,0.41173459376330923,28.25,60.0,33.0,22.0,27.0,26.0,34.0,24.0,20.0,40.0,100.0,78.0,31.0,38.0,29.0,38.0,40.0,41.0,34.0,37.0,2014-06-06
Arlo Technologies,2.0794386250186383,7.125,0.0,0.0,0.0,7.0,3.0,3.0,10.0,10.0,24.0,100.0,36.0,20.0,13.0,20.0,16.0,23.0,19.0,13.0,7.0,2018-08-03
Armada Hoffler Properties,0.0,8.5,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,100.0,33.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,2013-05-08
Arowana,-0.010810914935444949,93.25,84.0,99.0,88.0,94.0,95.0,100.0,92.0,86.0,92.0,75.0,95.0,75.0,89.0,97.0,96.0,79.0,90.0,90.0,95.0,2015-05-01
Arsanis,-0.04255959630286199,26.625,24.0,24.0,8.0,16.0,16.0,24.0,47.0,55.0,23.0,100.0,62.0,23.0,31.0,23.0,49.0,26.0,8.0,15.0,23.0,2017-11-16
Artes Medical,1.3984153543293973,23.625,33.0,22.0,22.0,11.0,10.0,21.0,20.0,0.0,83.0,100.0,13.0,90.0,10.0,10.0,28.0,47.0,28.0,19.0,28.0,2006-12-19
Artio Global Investors,1.7749515204036848,18.125,22.0,44.0,0.0,22.0,0.0,0.0,20.0,0.0,59.0,100.0,59.0,20.0,58.0,19.0,19.0,38.0,37.0,18.0,19.0,2009-09-24
Artisan Partners Asset Management,0.6678291289860039,15.125,23.0,21.0,0.0,0.0,20.0,20.0,21.0,0.0,39.0,100.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-07
Artius Acquisition,0.0,1.125,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,38.0,0.0,3.0,0.0,3.0,0.0,6.0,9.0,3.0,15.0,2020-07-14
Aruba Networks,0.029852945324380098,18.75,16.0,23.0,11.0,20.0,14.0,13.0,17.0,35.0,17.0,100.0,23.0,15.0,25.0,25.0,26.0,14.0,20.0,31.0,16.0,2007-03-26
Arvinas,0.8329089345293514,32.625,28.0,16.0,21.0,16.0,33.0,32.0,37.0,37.0,69.0,84.0,43.0,43.0,38.0,54.0,32.0,21.0,38.0,32.0,37.0,2018-09-27
Ascendant Digital Acquisition,13.997832948091215,7.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,12.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,2020-07-24
Ascendis Pharma A/S,0.0,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-28
Aspen Aerogels,0.6031988464903177,54.0,44.0,23.0,22.0,100.0,76.0,54.0,23.0,49.0,85.0,86.0,86.0,62.0,12.0,25.0,12.0,75.0,12.0,26.0,73.0,2014-06-13
Aspreva Pharmaceuticals,15.761420849876721,30.0,0.0,0.0,34.0,0.0,68.0,0.0,68.0,0.0,70.0,100.0,0.0,0.0,35.0,31.0,0.0,0.0,0.0,0.0,0.0,2005-03-03
AssetMark Financial Holdings,14.508658238524095,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,20.0,0.0,0.0,20.0,0.0,0.0,19.0,0.0,0.0,2019-07-18
Assured Guaranty,15.29711532616119,18.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,44.0,72.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-04-22
At Home Group,0.42425755123889264,66.75,60.0,78.0,67.0,59.0,51.0,63.0,57.0,65.0,94.0,96.0,59.0,43.0,53.0,63.0,70.0,72.0,85.0,58.0,73.0,2016-08-04
Atara Biotherapeutics,1.1260106997934716,17.0,0.0,13.0,0.0,0.0,12.0,25.0,37.0,12.0,37.0,85.0,36.0,12.0,71.0,47.0,24.0,24.0,0.0,12.0,0.0,2014-10-16
Atento S.A.,-0.4700034792457841,35.375,54.0,28.0,0.0,52.0,77.0,0.0,25.0,76.0,25.0,100.0,25.0,0.0,24.0,24.0,95.0,95.0,24.0,24.0,0.0,2014-10-02
Athene Holding Ltd.,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-09
Athenex,1.2809332676845817,18.25,16.0,7.0,20.0,9.0,7.0,31.0,5.0,22.0,45.0,100.0,54.0,29.0,44.0,34.0,32.0,31.0,29.0,26.0,19.0,2017-06-14
Athlon Energy,0.9808285585678127,12.5,7.0,20.0,17.0,3.0,7.0,4.0,14.0,11.0,24.0,100.0,52.0,14.0,10.0,10.0,16.0,10.0,10.0,36.0,16.0,2013-08-02
Atkore International Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,46.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2016-06-10
Atlantic Acquisition,-0.4260841784742775,30.625,16.0,16.0,33.0,33.0,49.0,82.0,16.0,0.0,16.0,16.0,47.0,47.0,16.0,31.0,31.0,47.0,30.0,15.0,62.0,2017-08-17
Atlas America,0.11551286485839762,48.125,52.0,63.0,46.0,32.0,35.0,52.0,45.0,57.0,55.0,66.0,56.0,75.0,44.0,45.0,34.0,43.0,49.0,35.0,24.0,2004-05-10
Atlas Energy Resources LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-12-12
Atlassian Corporation Plc,16.118095750958314,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,21.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,21.0,2015-12-10
Atomera,0.7672543285387712,11.75,0.0,0.0,0.0,0.0,13.0,27.0,13.0,27.0,14.0,82.0,84.0,100.0,14.0,93.0,66.0,65.0,26.0,13.0,0.0,2016-08-05
Atossa Genetics,-0.4260841784742775,28.875,0.0,34.0,17.0,0.0,51.0,0.0,32.0,81.0,16.0,16.0,48.0,32.0,0.0,0.0,62.0,31.0,0.0,17.0,0.0,2012-11-08
Atreca,1.5040766189989716,18.75,10.0,10.0,25.0,10.0,5.0,10.0,20.0,25.0,45.0,100.0,76.0,10.0,30.0,31.0,10.0,21.0,10.0,15.0,35.0,2019-06-20
AtriCure,0.7191223970577787,26.5,0.0,0.0,19.0,0.0,58.0,39.0,19.0,38.0,39.0,77.0,19.0,38.0,21.0,0.0,17.0,100.0,17.0,0.0,32.0,2005-08-04
